id,star_rating,location,datetime,content,reviewYear,reviewYearMonth,rating
60cea20cf9f48703b0f349e2,5 stars: Excellent,US,2021-06-20 02:03:56+00:00,"Amazing customer service                                    I recently had an issue with my Elvie pump not turning off, so I contacted Elvie and they sent me a new pump the next day! The customer service was amazing and my issue was solved extremely fast and efficient!",2021,2021-06,5
60ce9bc6f9f48706707afc26,2 stars: Poor,US,2021-06-20 01:37:10+00:00,"Told me to call USPS                                    My package was stuck at “label created” for 2 weeks and when I asked customer service, they told me to call USPS to figure it out. I found that very unprofessional. When you pay half a grand for a product I would expect them to help me more with that.",2021,2021-06,2
60ce73e3f9f48703b0f3417d,5 stars: Excellent,US,2021-06-19 22:46:59+00:00,Amazing customer service and quick…                                    Amazing customer service and quick delivery of product !!,2021,2021-06,5
60ce3479f9f48706707ad674,5 stars: Excellent,US,2021-06-19 18:16:25+00:00,"Literally the best customer service I…                                    Literally the best customer service I have ever dealt with, in ANY product! My elvie wasn’t working, called at 8pm on a Sunday and had a new one in my hands by noon on Tuesday! Literally amazing!",2021,2021-06,5
60ce0fbdf9f48703b0f30b56,2 stars: Poor,US,2021-06-19 15:39:41+00:00,"Disappointed                                    I had an awful time with customer service. I find it incredibly disappointing that they don’t allow you to order the flange that you know will fit. I measured myself before hand and was sent two sizes that weren’t going to fit. I was told to purchase the correct size for $30 extra and essentially discard the two they sent me. For being a company by women, for women, they sure aren’t accommodating to diversity in our bodies. I expressed frustration and they offered me 10% ($3) off, what a grand gesture. Kind of pathetic since I can get a better discount from Buy Buy Baby or Target. They just seem money hungry and not at all accommodating. To make a women waste two sizes she knows won’t work and then have the only option to be spending even more on their products is pathetic. I will not recommend Elvie, they don’t seem to care about their customers or inclusivity. I’ve reached out to Willow and they were much more helpful, and I hadn’t even made a purchase with them. Being a new mom is difficult, buying a pump from a company like Elvie didn’t make the breastfeeding and pumping journey easier. I gave them two stars instead of one because the concept is great, the company is not.",2021,2021-06,2
60cde624f9f48703b0f2ee57,5 stars: Excellent,US,2021-06-19 12:42:12+00:00,Sent a request for a replacement part…                                    Sent a request for a replacement part and got a response supper quickly! Then the part came so fast! I am so happy with Elvie!,2021,2021-06,5
60cdd1e9f9f48703b0f2de3d,5 stars: Excellent,US,2021-06-19 11:15:53+00:00,Fantastic customer care!                                    Fantastic! My hub was acting up and they helped me try to solve the problem. Ungortujayely wit just wouldn’t work and in less than 12 hours from the original email a new hub was on the way!,2021,2021-06,5
60cdc4b5f9f48703b0f2d37d,5 stars: Excellent,US,2021-06-19 10:19:33+00:00,Excellent customer service                                    Excellent customer service.   Quick responses and resolution.,2021,2021-06,5
60cdc42df9f48703b0f2d306,5 stars: Excellent,US,2021-06-19 10:17:17+00:00,Customer service was quick to respond…                                    Customer service was quick to respond and helpful.,2021,2021-06,5
60cdc28df9f48706707a8505,5 stars: Excellent,IE,2021-06-19 10:10:21+00:00,Excellent company                                    Excellent company. Quick to respond. We had a technical challenge with a pump we purchased. Pump was replaced immediately! Excellent customer service all round!,2021,2021-06,5
60cd8492f9f48703b0f2ac7d,5 stars: Excellent,US,2021-06-19 05:45:54+00:00,I’ve gotten more milk with less pain…                                    I’ve gotten more milk with less pain then with the other two pumps I’ve tried. When a phalange broke I reached out to customerService and was provided with a fast reply and a replacement part was sent the next day. I am so happy with this pump!,2021,2021-06,5
60cd4f43f9f48703b0f2a1f5,5 stars: Excellent,US,2021-06-19 01:58:27+00:00,Elvie is the BEST!                                    Elvie has the absolute BEST customer service in the world! If you're debating buying this product because of the price tag just know that you'll be 100% satisfied or they will take care of you on the customer service end! I highly recommend Elvie because of their amazing customer service! 10/10,2021,2021-06,5
60cd2f48f9f48703b0f29b50,5 stars: Excellent,US,2021-06-18 23:42:00+00:00,Wonderful and easy to work with…                                    Wonderful and easy to work with customer service,2021,2021-06,5
60cd125af9f48703b0f290df,5 stars: Excellent,US,2021-06-18 21:38:34+00:00,Great Customer Service                                    Great Customer Service in replacing a broken item. Thank you.,2021,2021-06,5
60cd11ccf9f48706707a4359,5 stars: Excellent,IT,2021-06-18 21:36:12+00:00,It was excellent                                    It was excellent! Really. Im still shocked about it. I write about my problem sunday evening and on wednesday after lunch i have had a new pump frim holland. Im in italy. Thanks a lot!!,2021,2021-06,5
60cd0b99f9f48706707a3fd4,5 stars: Excellent,US,2021-06-18 21:09:45+00:00,"Fast                                    Fast, polite, and respectful customer service!",2021,2021-06,5
60ccdd64f9f48703b0f26986,5 stars: Excellent,US,2021-06-18 17:52:36+00:00,"Absolutely love my pump                                    Absolutely love my pump! And when one of the hubs started making a funny noise I emailed elvie customer care, I received a prompt response from Natalia & Angie, they were able to resolve my issue without any fuss. Amazing customer service and support!",2021,2021-06,5
60ccdac8f9f48706707a1a2d,1 star: Bad,US,2021-06-18 17:41:28+00:00,Terrible service                                    Terrible service. No ability to contact anyone,2021,2021-06,1
60cccf11f9f48706707a0ec7,5 stars: Excellent,US,2021-06-18 16:51:29+00:00,Best customer service I have received in awhile                                    My bottle release had broke and they immediately shipped me two new ones for free. Best customer service I have received in a while from a company.,2021,2021-06,5
60ccb3a5f9f487067079ef47,5 stars: Excellent,SE,2021-06-18 14:54:29+00:00,"Great support and warranty                                    I had an issue with my pump, customer support helped me trouble shoot and sent out a new part for free super fast.",2021,2021-06,5
60cc9966f9f48703b0f21d2f,5 stars: Excellent,GB,2021-06-18 13:02:30+00:00,Love my elvie and fab customer service,2021,2021-06,5
60cc9908f9f48703b0f21cbf,5 stars: Excellent,US,2021-06-18 13:00:56+00:00,I definitely recommend elvie to ALL MOTHER'S                                    I got 2 pumps for $254 with my insurance Instead of $500 for 2.And I purchased them January 2021 started using them March 3rdOne power cord fried memorial day weekend I woke up it wasn't charging any longer Both pumps still works though:)Called elvie to replace just one little $20 charger Instead they went above and beyond and sent me 2 brand new pumps with cordsI recieved those in only 3daysSuch a blessing!Great customer service I love my elvie pumpsI'm a full-time hair stylist and I can do everything Except bend over and lay down. I definitely recommend,2021,2021-06,5
60cc908af9f487067079c48d,5 stars: Excellent,US,2021-06-18 12:24:42+00:00,"Customer service was excellent                                    Customer service was excellent. I received instructions to troubleshoot faulty pump, and a replacement within 2 days when I provided proof of purchase. Extremely friendly and helpful.",2021,2021-06,5
60cc40e0f9f4870a44d81cde,5 stars: Excellent,MY,2021-06-18 06:44:48+00:00,"I'm highly satisfied and happy with…                                    I'm highly satisfied and happy with Elvie Customer Care service. Their performance significantly exceeded expectations! They were very responsive, patient and stayed with me to resolve my issue. I'm in a location where Elvie don't ship to, so that I had to use forwarder service. There was issue with the first forwarder, which they sent my pump's spare part to, but they sent another replacement to second forwarder. I can't wait to receive my package by next week. I hope Elvie keep up the good job to help moms and babies around the world wherever the are.",2021,2021-06,5
60cc0145f9f4870a44d80827,5 stars: Excellent,US,2021-06-18 02:13:25+00:00,"We received a 2 elvie pump set as a…                                    We received a 2 elvie pump set as a gift at our baby shower and they worked great. It is infinitely more convenient and completely discreet. Unfortunately, one of the pumps suffered an issue and stopped working but all was not lost. Even after hours on the weekend the customer service department was quick to help me diagnose the issue, and quickly issued a replacement under warranty and had it to me in just 2 days. I can not say enough about their professionalism and high level of customer service. 10/10 great product and great company",2021,2021-06,5
60cbfacef9f4870a44d806e1,5 stars: Excellent,MY,2021-06-18 01:45:50+00:00,Super responsive customer help and…                                    Super responsive customer help and suppport. Speedy in solving my situation.,2021,2021-06,5
60cba3fdf9f4870a44d7dd75,1 star: Bad,US,2021-06-17 19:35:25+00:00,Horrible                                    Horrible. Ive had to.replace my double pumps THREE times now. Mono tone foreign woman who are rude as can be! One put me on hold for 10 minutes and then hung up. Absolutely terrible people. Terrible company. Im so disappointed i wasted 500 dollars on this peice of crap finaky pump.,2021,2021-06,1
60cba1adf9f4870a44d7db3f,5 stars: Excellent,US,2021-06-17 19:25:33+00:00,"Great Customer Service - Don't Change that!                                    While the product itself may have its own flaws, Elvie Customer Service was exceptional in response.  They sent me a new hub within a day of me submitting all the documentation.",2021,2021-06,5
60cba0d9f9f4870a44d7da6e,5 stars: Excellent,US,2021-06-17 19:22:01+00:00,"Amazing product & customer service                                    I love my elvie pump. My pump pieces were severely damaged while sterilizing. I immediately emailed elvie to see if the damage would be covered under the warranty. I received a response the next morning which was a Saturday. I emailed back n forth to answer questions and send photos. The response was so fast and the tone so understanding. On Monday, I received an email saying the pieces shipped and by Tuesday they were at my front door. Truly amazing customer service. If you’re on the fence, just buy it. You have the warranty and amazing customer service if you want to return it, but you won’t.",2021,2021-06,5
60cb9f6bf9f4870a44d7d8fe,5 stars: Excellent,US,2021-06-17 19:15:55+00:00,customer service was so helpful and…                                    customer service was so helpful and ensuring I got a replacement part.,2021,2021-06,5
60cb9c7cf9f4870bbc58c66e,5 stars: Excellent,US,2021-06-17 19:03:24+00:00,Great customer service!!!,2021,2021-06,5
60cb8f19f9f4870bbc58b8b3,5 stars: Excellent,CA,2021-06-17 18:06:17+00:00,Excellent product and even better…                                    Excellent product and even better customer service. Thank you!,2021,2021-06,5
60cb81a2f9f4870a44d7b904,5 stars: Excellent,US,2021-06-17 17:08:50+00:00,The service provided was very good                                    The service provided was very good. The seller was nice and addressed all my questions. I enjoy the pump.,2021,2021-06,5
60cb8122f9f4870bbc58a8de,5 stars: Excellent,GB,2021-06-17 17:06:42+00:00,Products are fantastic and if you have…                                    Products are fantastic and if you have any issues the customer service is fantastic. Very quick and efficient,2021,2021-06,5
60cb62dff9f4870bbc58832c,5 stars: Excellent,US,2021-06-17 14:57:35+00:00,"The communication was efficient                                    The communication was clear, helpful and efficient. I appreciated the swift reply.",2021,2021-06,5
60cb55bcf9f4870bbc587367,5 stars: Excellent,US,2021-06-17 14:01:32+00:00,"I mean I had so many problems with my…                                    I mean I had so many problems with my pump. BUT customer service was fast to respond and got me the parts I needed and this pump I used for my 3rd child. I wish I would’ve had it sooner. It’s amazing, easy to use. I would be attending to my other children and by the time I knew it my container was full. Very gentle. I highly recommend!!!!! Also I used one pump. Works amazing I don’t think someone needs 2.",2021,2021-06,5
60cb19e3f9f4870a44d732bc,5 stars: Excellent,GB,2021-06-17 09:46:11+00:00,"I bought the ELVIE pelvic floor trainer…                                    I bought the ELVIE pelvic floor trainer and had used it for about 3 weeks, then it seemed to have developed a problem and would not connect to my phone app via bluetooth, i emailed the seller and then Elvie directly to tell them and they sent me a brand new elvie straight away!  i wish all companies were so customer friendly and efficient! im now using my new Elvie again and luv that it makes pelvic floor exercises fun and i can feel a positive difference already!",2021,2021-06,5
60cb01edf9f4870a44d7178c,1 star: Bad,US,2021-06-17 08:03:57+00:00,"This is my second review                                    This is my second review. Customer service was great handling my issues with my first set of pumps and sent me new ones. Now I have new set of pumps with the same suction issues as the first. 40 minutes of pumping and absolutely no milk comes out. Everthing was dry.. Even when my breasts are full, heavy and in pain. I immediately attach my son, and he literally chokes because there's so much milk coming out at once. His shirt, neck and cheeks are drenched with milk within a minute of him drinking.  And in 40 minutes of pumping not even a drop came out with these pumps... I am so happy that I've gathered pictures and videos of these issues so I can use it as evidence. I am tired of getting bad products and I'm contacting my lawyer first thing in the morning.",2021,2021-06,1
60caa971f9f4870a44d6f28d,5 stars: Excellent,US,2021-06-17 01:46:25+00:00,Wonderful customer service                                    Wonderful customer service. I explained my ossue and they were extremely quick in solving my problem. Very helpful!,2021,2021-06,5
60ca9b19f9f4870a44d6eef0,5 stars: Excellent,US,2021-06-17 00:45:13+00:00,"Great customer service!                                    I submitted a question via the website, received a reply with 24 hours from an actual Customer service Rep with a response tailored to me rather than a generic template. The response was genuine and helpful, I am really impressed!",2021,2021-06,5
60ca804cf9f4870bbc57d72e,5 stars: Excellent,US,2021-06-16 22:50:52+00:00,Superb service                                    Superb service! I contacted Support due to a cracked shield and they promptly replaced it (within warranty period). Cannot recommend highly enough!,2021,2021-06,5
60ca7a28f9f4870bbc57d4bf,1 star: Bad,US,2021-06-16 22:24:40+00:00,"Awful                                    I bought the double pump system. I was excited to finally have a hands free option as a working mom. With in a month I’ve had to return them both for not working. Now, the replacement to the first replacement is no longer powering on. Stick to Medela.",2021,2021-06,1
60ca7833f9f4870bbc57d3c7,5 stars: Excellent,GB,2021-06-16 22:16:19+00:00,Excellent service really helped me with…                                    Excellent service really helped me with my problems,2021,2021-06,5
60ca750cf9f4870bbc57d23f,5 stars: Excellent,US,2021-06-16 22:02:52+00:00,"Great product great service                                    Great product great service, super appreciate the warranty policy",2021,2021-06,5
60ca6452f9f4870a44d6d712,5 stars: Excellent,US,2021-06-16 20:51:30+00:00,Elvie has made it possible to keep…                                    Elvie has made it possible to keep feeding my baby girl when I returned to work at 3 months ppd. It was so hard to be apart but I am glad that I was still able to feed my chunky baby. Elvie has made it possible for me to pump at work while seeing patients and not glued to the wall even at home so I can multitask. Their customer service is amazing and whenever I have a question I never waited more than 12 hours to 24 hours for a response.,2021,2021-06,5
60ca58f9f9f4870a44d6cc99,1 star: Bad,US,2021-06-16 20:03:05+00:00,Extremely Disappointed                                    Having a $500 item only have a 2 year guarantee is very disappointing when I have been breastfeeding for more than 2 years; or could have children 2+ years apart. This is so frustrating and disappointing. I will never buy another one of your products.,2021,2021-06,1
60ca42a9f9f4870a44d6b4d8,5 stars: Excellent,US,2021-06-16 18:27:53+00:00,Replacing pump/parts                                    I’ve had an issue before with my Elvie pump and they’re always so willing to help and replace whatever is needed and I get my items so quickly! I always recommend!!,2021,2021-06,5
60ca34ddf9f4870bbc5794ce,5 stars: Excellent,US,2021-06-16 17:29:01+00:00,I reached out to customer service about…                                    I reached out to customer service about one of my hubs not charging or turning on and the responded quickly and helped my resolve my problem and sent me a new hub expeditiously!,2021,2021-06,5
60ca34c5f9f4870a44d6a4fe,5 stars: Excellent,GB,2021-06-16 17:28:37+00:00,Very quick response to email and…                                    Very quick response to email and solving the problem. More than satisfied with the customer service.,2021,2021-06,5
60ca2aa1f9f4870a44d6978f,5 stars: Excellent,GB,2021-06-16 16:45:21+00:00,If there was an option of 10 stars                                    Quick response and super helpful! Problem resolved and useful advice given- spoke to them Saturday and received replacement on Monday! Really quick delivery.,2021,2021-06,5
60ca0f51f9f4870a44d67431,5 stars: Excellent,US,2021-06-16 14:48:49+00:00,Great customer service                                    On eof the breast shields cause a bleeding incident in one of my breast. I immediately reached to Elvie and they issued replacement parts ASAP. They were very attentive and responded right away to my concern. Thank you Elvie.,2021,2021-06,5
60ca0c05f9f4870a44d66fda,5 stars: Excellent,US,2021-06-16 14:34:45+00:00,"I emailed about my broken hub for one…                                    I emailed about my broken hub for one of my pumps late at night on a Thursday. I was leaving for a trip in less than a week and stressed that I would be without my pump. They helped me to troubleshoot and sent out a replacement which did arrive before I left for my trip. Very appreciative of the customer service, and happy to have two working hubs again. My Elvie’s have been a game changer for my pumping needs.",2021,2021-06,5
60c9f757f9f4870bbc574546,5 stars: Excellent,US,2021-06-16 13:06:31+00:00,when my pump stopped working customer…                                    when my pump stopped working customer service respinded to my emails right away!,2021,2021-06,5
60c9de2ef9f4870a44d6350b,5 stars: Excellent,US,2021-06-16 11:19:10+00:00,Such a quick response                                    Such a quick response. Thank you!,2021,2021-06,5
60c99fa1f9f4870a44d5e8fd,4 stars: Great,FI,2021-06-16 06:52:17+00:00,Quick and free replacement of broken…                                    Quick and free replacement of broken parts!,2021,2021-06,4
60c99dd5f9f4870a44d5e7ce,5 stars: Excellent,QA,2021-06-16 06:44:37+00:00,"Portable and saves time                                    My wife likes the portable suction pump, and it saves a lot of time for her.The customer service is excellent. They responded quickly, and they helped me with replacing spare parts.",2021,2021-06,5
60c97a22f9f4870a44d5d76b,5 stars: Excellent,US,2021-06-16 04:12:18+00:00,Amazing customer service                                    Amazing customer service! I needed some replacement parts and they shipped them overnight! To Hawaii!!!,2021,2021-06,5
60c97841f9f4870a44d5d6e6,5 stars: Excellent,US,2021-06-16 04:04:17+00:00,"10/10                                    Purchasing, shipping and customer care were everything you could hope for in a company and add to that their product which allows you to keep being your dream mommy while not stuck in the house!!! Elvie is awesome and well worth the mola",2021,2021-06,5
60c9714ef9f4870a44d5d55f,5 stars: Excellent,US,2021-06-16 03:34:38+00:00,Fast. Easy & Super Kind.                                    Fast. Easy and very kind.,2021,2021-06,5
60c96647f9f4870bbc56c314,5 stars: Excellent,US,2021-06-16 02:47:35+00:00,Great response times and communication                                    Great response times and communication. Received the replacement piece within 2-3 days!! Definitely a reason to stay with the brand.,2021,2021-06,5
60c93ee8f9f4870a44d5c96e,5 stars: Excellent,US,2021-06-15 23:59:36+00:00,"I received my Elvie a few months ago…                                    I received my Elvie a few months ago and just started using it within the last few weeks. One of the charging cords I received didn’t work so I called Elvie and their customer service was outstanding! Friendly and quick. I sent an email with proof of purchase and I had a new set of cords within a day or two! Also, the pump is amazing.",2021,2021-06,5
60c92cd5f9f4870bbc56b364,5 stars: Excellent,US,2021-06-15 22:42:29+00:00,Amazing company                                    My pump had an issue but customer service replaced it promptly and I received the new pump very fast within 2 days. Thank you for making going back to work easy for me.,2021,2021-06,5
60c914d0f9f4870bbc56a3bb,5 stars: Excellent,US,2021-06-15 21:00:00+00:00,Great customer service                                    Great customer service! Fast response time. Elvie truly values their customers.,2021,2021-06,5
60c90f9df9f4870bbc569f5f,5 stars: Excellent,US,2021-06-15 20:37:49+00:00,"Excellent and very responsive customer…                                    Excellent and very responsive customer service. Got my replaced Elvie pump within a matter of days from the first contact, weekend included. Keep up with good work! Thanks!",2021,2021-06,5
60c90dd6f9f4870bbc569db5,5 stars: Excellent,US,2021-06-15 20:30:14+00:00,Excellent Customer Service                                    I had a problem with my hubs not charging. I contacted customer service. They were very kind and respectful. They guided me through the process of getting two replacement hubs sent. It was quick and painless.,2021,2021-06,5
60c90d28f9f4870a44d5ad0d,5 stars: Excellent,BA,2021-06-15 20:27:20+00:00,Most amazing conversation I have ever…                                    Most amazing conversation I have ever had with anyoone at customer service. They are so fast and nice. And I felt like talking to an old friend.  Thank you and keep a good work. Aida,2021,2021-06,5
60c8efcaf9f4870bbc567b67,5 stars: Excellent,US,2021-06-15 18:22:02+00:00,"Best customer service support                                    Elvie customer service is excellent! They are very polite and very prompt to my Elvie product needs. They troubleshoot my issues and when I had a broken part, it was taken care of the next day. Very communicative and prompt!",2021,2021-06,5
60c8e9f1f9f4870bbc567486,5 stars: Excellent,US,2021-06-15 17:57:05+00:00,Excellent thorough and quick help !,2021,2021-06,5
60c8e46ef9f4870a44d57e14,5 stars: Excellent,US,2021-06-15 17:33:34+00:00,"Great customer service                                    Both my hubs were malfunctioning but the customer service team was so patient and flexible with me; making the claim process smooth and quick. Cant say it enough, great service",2021,2021-06,5
60c8e06af9f4870a44d578c6,5 stars: Excellent,US,2021-06-15 17:16:26+00:00,Hub issues... resolved quickly                                    Had an issue with my new hub where it made a high pitch sound for a few minutes during each pump session. Elvie sent home a new hub immediately! Exceptional communication and customer service.Love using my Elvie on the go and will be using it when I have to return to the office as well,2021,2021-06,5
60c8d451f9f4870bbc5657a8,5 stars: Excellent,US,2021-06-15 16:24:49+00:00,"Replaced broken pump promptly                                    I had a problem where my newly purchased Elvie pump was not charging. I sent in my concern and received responses in a timely manner. After going through a few steps to ensure that my pump was truly defective, they sent me a new pump, and I had it within 2 days. Thanks!",2021,2021-06,5
60c8cadff9f4870a44d559ca,5 stars: Excellent,US,2021-06-15 15:44:31+00:00,"I was having a suction issue with one…                                    I was having a suction issue with one of my pumps and Valentina and Sandra were able to help me figure out the issue and get a replacement part to me very quickly. They were both very nice. The only thing is I did have to tell how I wash and sanitize my pumps multiple times, I think it was just getting missed in the other emails.",2021,2021-06,5
60c8c917f9f4870bbc5646ee,5 stars: Excellent,US,2021-06-15 15:36:55+00:00,Mina and Ventsislav were wonderful to…                                    Mina and Ventsislav were wonderful to work with when I had an issue with my Elvie hub. I am so grateful for the excellent customer service!,2021,2021-06,5
60c8c43ff9f4870bbc563fa3,5 stars: Excellent,US,2021-06-15 15:16:15+00:00,Quick service                                    Love it they were  quick and helpful with my issue,2021,2021-06,5
60c8c105f9f4870bbc563b05,5 stars: Excellent,US,2021-06-15 15:02:29+00:00,Great product                                    Great product. Great customer service.,2021,2021-06,5
60c8c0d9f9f4870a44d54ae4,5 stars: Excellent,NO,2021-06-15 15:01:45+00:00,responsive and reliable,2021,2021-06,5
60c8bf99f9f4870a44d54908,5 stars: Excellent,US,2021-06-15 14:56:25+00:00,Quick and fast response to all my…                                    Quick and fast response to all my issues.,2021,2021-06,5
60c8bf0df9f4870a44d5483c,5 stars: Excellent,US,2021-06-15 14:54:05+00:00,Excellent customer service                                    Excellent customer service. Quick to respond with easy troubleshooting steps. When this did not work they quickly shipped a new device.,2021,2021-06,5
60c8bd6ff9f4870a44d545dc,5 stars: Excellent,US,2021-06-15 14:47:11+00:00,Great customer service!                                    I purchased the Elvie pump in January 2021 and started to experience power and suction issues in June 2021. I contacted customer service and within two days they shipped me a brand new pump. The responded quickly and addressed my issues. Great customer service!,2021,2021-06,5
60c8bb51f9f4870a44d542c3,4 stars: Great,US,2021-06-15 14:38:09+00:00,"I love the accessibility of not being…                                    I love the accessibility of not being tied to a cord while pumping. While I’ve never tried another pump to compare, I really like my Elvie. What I hate is that all the parts are sold separately. All the bottles, tops, seals, everything. I wish they had bundles. I’ve also had a problem with the shields cracking despite following the recommendation of how to wash and sterilizing. I contacted customer service, and they were great and replaced a set. Overall, I’m happy with my purchase.",2021,2021-06,4
60c8b868f9f4870a44d53e78,1 star: Bad,GB,2021-06-15 14:25:44+00:00,"The most unhelpful customer service…                                    The most unhelpful customer service team.Arrogant reply from Elena .Parts have been damaged after 1st use and I was offered to purchase them for additional £54 , extremely disappointed,",2021,2021-06,1
60c8b423f9f4870a44d537bb,5 stars: Excellent,US,2021-06-15 14:07:31+00:00,I appreciate the fast and friendly…                                    I appreciate the fast and friendly response. You guys are the BEST!,2021,2021-06,5
60c8b169f9f4870a44d53396,5 stars: Excellent,US,2021-06-15 13:55:53+00:00,I went to clean my Elvie and removed…                                    I went to clean my Elvie and removed the bottle release button so that I could clean it also.. I tried to replace it and it went back in but the bottle wasn’t the same anymore.. was loose.. I reached out to Elvie support team and they told me I broke the button and took me through the steps to get a new one... the process of getting a new bottle release button was so easy and I received my replacement part the next day.. Definitely would recommend them to my other mom friends...,2021,2021-06,5
60c8afbdf9f4870a44d530e0,1 star: Bad,GB,2021-06-15 13:48:45+00:00,"Unfortunately Elvie have voided my…                                    Unfortunately Elvie have voided my warranty because a pump was purchased as a gift and the purchaser contacted them once as did I so therefore they are assuming 2 people have used the pump and have voided my warranty on 3 month old pumps. They have replaced one through ""goodwill"" but I am now without any warranty at all when I should have 21 months left",2021,2021-06,1
60c8add8f9f4870bbc561da1,5 stars: Excellent,US,2021-06-15 13:40:40+00:00,I am so beyond impressed with your…My replacement parts were here the next day and could not have made my breast-feeding journey any easier                                    I am so beyond impressed with your customer service! My replacement parts were here the next day and could not have made my breast-feeding journey any easier,2021,2021-06,5
60c8ab65f9f4870bbc561964,5 stars: Excellent,US,2021-06-15 13:30:13+00:00,"Wonderful customer service                                    One of my pumps wouldn’t turn on after charging. I reached out to customer service and after troubleshooting every scenario they decided I needed a new hub completely. Being a nurse, I needed it as quickly as possible & I received my new hub within two business days. I was highly pleased with my customer service experience. I’m happy to have both hubs properly working to keep my pumping life stress free.",2021,2021-06,5
60c8aaf9f9f4870bbc5618a9,5 stars: Excellent,GB,2021-06-15 13:28:25+00:00,"Excelente customer service                                    Excelente customer service. Very quick response, and interest on solving the issue are characteristic of Elvie customer service.",2021,2021-06,5
60c8a474f9f4870bbc560d7f,5 stars: Excellent,US,2021-06-15 13:00:36+00:00,So happy with this company and their…                                    So happy with this company and their customer service. They responded to my request quickly and had my replacement part sent right away,2021,2021-06,5
60c8a416f9f4870bbc560cda,5 stars: Excellent,US,2021-06-15 12:59:02+00:00,The help center was timely and helpful                                    The help center was timely and helpful. Thank you very much for replacing my pumps when they would no longer charge.,2021,2021-06,5
60c8a3fef9f4870bbc560cab,5 stars: Excellent,US,2021-06-15 12:58:38+00:00,"Great customer service, not so great suction/battery life                                    The customer service was exceptional-I received a response to my email requesting a new charging cable within an hour, and my new cable came in the mail 2 days later. However, I do have mixed feelings about the Elvie itself. While I appreciate the flexibility it offers by allowing me to pump in meetings, while doing chores, etc., its motors are so weak it takes 45 minutes for me to get anything close to a complete 4-5 oz. It reached the point where I was worried my milk supply was being affected, so I purchased another pump. After receiving the new pump, I pumped the next day with my new pump around the same time I would pump with my Elvie, and expressed 7.5 oz in 20 minutes. I hadn't changed anything in terms of diet, supplements, etc. I so badly want to love the Elvie, and appreciate that it is the first of its kind, so it's not going to be perfect, but it needs to be stronger and have better battery life. (I also have to charge it after every use, probably because I have to pump 45 minutes/session to get a decent amount of milk.) Thank you for your great customer service and hopefully the product can fulfill its potential soon!",2021,2021-06,5
60c8a3ccf9f4870bbc560c4e,5 stars: Excellent,US,2021-06-15 12:57:48+00:00,Really helpful customer service.,2021,2021-06,5
