id,star_rating,country,datetime,content,reviewYear,reviewYearMonth,rating
62e9f19f-73e6-4c53-93b8-4a08e0e04378,5 stars: Excellent,US,2021-06-20 11:51:11+00:00,Great service!                                    Great service!! Was emailed back shortly after sending in my problem. New hub shipped and arrived a few days later! Love my Elvies and troubleshooting was easy.,2021,2021-06,5
3aae8353-df28-4873-bb2a-abca6096f38b,5 stars: Excellent,TT,2021-06-20 08:03:52+00:00,"My double electric hubs suddenly…                                    My double electric hubs suddenly stopped taking charge after approximately 1 year. I contacted the Elvie team and they responded quickly with a number if reasons why and suggestions for me to try. After attempting all, it was still to no avail, they required information as proof of purchase in order to be reimbursed with a new pair of hubs. I couldn’t provide all the required documentation as my original pump was gifted to me. Honesty is really the best policy, I was 100% with the customer service reps and they opted to waive some stuff because of the situation and they sent over new hubs. I must applaud this company for their dynamic customer service and quickness in dealing with my situation. I would highly recommend this brand as you not only get your monies worth with the product but also the service!",2021,2021-06,5
8149a4e1-8777-44fb-9fb3-482420b91a94,5 stars: Excellent,US,2021-06-20 07:59:00+00:00,The best pump ever                                    I love my elvies and I really love the customer service! Thank you Elvie for make my life easy ❤️❤️,2021,2021-06,5
5d7d5545-0601-414d-8b2b-517b7603509d,5 stars: Excellent,US,2021-06-20 07:43:19+00:00,"Best Customer Service I Had In A Long Time                                    Both of my button rings cracked and broke. The customer service was quick to respond, and was able to identify the part I needed. They overnighted the part and I got it the next day so I could continue use my pump without hardly any delay. Thanks guys awesome customer service!",2021,2021-06,5
3ef2aa58-02de-4247-bf2f-80b0e515ff44,5 stars: Excellent,US,2021-06-20 03:14:37+00:00,My battery need replacement.                                    My battery need replacement.Elvie got me hubs replaced in 2 days.I cannot be more satisfied.,2021,2021-06,5
4f112623-1a0f-4e2a-bf3a-6607aaea2c1a,5 stars: Excellent,US,2021-06-20 02:03:56+00:00,"Amazing customer service                                    I recently had an issue with my Elvie pump not turning off, so I contacted Elvie and they sent me a new pump the next day! The customer service was amazing and my issue was solved extremely fast and efficient!",2021,2021-06,5
94cf2186-0b76-44c3-8083-eb75728ff60d,2 stars: Poor,US,2021-06-20 01:37:10+00:00,"Told me to call USPS                                    My package was stuck at “label created” for 2 weeks and when I asked customer service, they told me to call USPS to figure it out. I found that very unprofessional. When you pay half a grand for a product I would expect them to help me more with that.",2021,2021-06,2
ccca2279-1826-4988-b2e9-f58004aa3f49,5 stars: Excellent,US,2021-06-19 22:46:59+00:00,Amazing customer service and quick…                                    Amazing customer service and quick delivery of product !!,2021,2021-06,5
c47601ef-1599-4f6d-ab75-bdafa49266a0,5 stars: Excellent,US,2021-06-19 18:16:25+00:00,"Literally the best customer service I…                                    Literally the best customer service I have ever dealt with, in ANY product! My elvie wasn’t working, called at 8pm on a Sunday and had a new one in my hands by noon on Tuesday! Literally amazing!",2021,2021-06,5
9befd2a3-c8ca-47bc-9d1e-fa3bb9f387a2,2 stars: Poor,US,2021-06-19 15:39:41+00:00,"Disappointed                                    I had an awful time with customer service. I find it incredibly disappointing that they don’t allow you to order the flange that you know will fit. I measured myself before hand and was sent two sizes that weren’t going to fit. I was told to purchase the correct size for $30 extra and essentially discard the two they sent me. For being a company by women, for women, they sure aren’t accommodating to diversity in our bodies. I expressed frustration and they offered me 10% ($3) off, what a grand gesture. Kind of pathetic since I can get a better discount from Buy Buy Baby or Target. They just seem money hungry and not at all accommodating. To make a women waste two sizes she knows won’t work and then have the only option to be spending even more on their products is pathetic. I will not recommend Elvie, they don’t seem to care about their customers or inclusivity. I’ve reached out to Willow and they were much more helpful, and I hadn’t even made a purchase with them. Being a new mom is difficult, buying a pump from a company like Elvie didn’t make the breastfeeding and pumping journey easier. I gave them two stars instead of one because the concept is great, the company is not.",2021,2021-06,2
35416a2b-faa8-4eb4-a28d-59a7febaf613,5 stars: Excellent,US,2021-06-19 12:42:12+00:00,Sent a request for a replacement part…                                    Sent a request for a replacement part and got a response supper quickly! Then the part came so fast! I am so happy with Elvie!,2021,2021-06,5
303da289-f6f9-4620-ba7d-83fea172e99e,5 stars: Excellent,US,2021-06-19 11:15:53+00:00,Fantastic customer care!                                    Fantastic! My hub was acting up and they helped me try to solve the problem. Ungortujayely wit just wouldn’t work and in less than 12 hours from the original email a new hub was on the way!,2021,2021-06,5
2b245f8c-a49e-47dd-835f-98baa8889dae,5 stars: Excellent,US,2021-06-19 10:19:33+00:00,Excellent customer service                                    Excellent customer service.   Quick responses and resolution.,2021,2021-06,5
04500f8d-6602-42f2-bdf7-6d49264e5659,5 stars: Excellent,US,2021-06-19 10:17:17+00:00,Customer service was quick to respond…                                    Customer service was quick to respond and helpful.,2021,2021-06,5
71b1d519-3e7e-4bf6-8536-d4b440d27a92,5 stars: Excellent,IE,2021-06-19 10:10:21+00:00,Excellent company                                    Excellent company. Quick to respond. We had a technical challenge with a pump we purchased. Pump was replaced immediately! Excellent customer service all round!,2021,2021-06,5
f879ba93-b5ce-4462-a022-914ff381f81c,5 stars: Excellent,US,2021-06-19 05:45:54+00:00,I’ve gotten more milk with less pain…                                    I’ve gotten more milk with less pain then with the other two pumps I’ve tried. When a phalange broke I reached out to customerService and was provided with a fast reply and a replacement part was sent the next day. I am so happy with this pump!,2021,2021-06,5
e5f2fcde-7758-44b3-ac9a-a995e08c2463,5 stars: Excellent,US,2021-06-19 01:58:27+00:00,Elvie is the BEST!                                    Elvie has the absolute BEST customer service in the world! If you're debating buying this product because of the price tag just know that you'll be 100% satisfied or they will take care of you on the customer service end! I highly recommend Elvie because of their amazing customer service! 10/10,2021,2021-06,5
816d0e53-4619-4321-8253-5778171802aa,5 stars: Excellent,US,2021-06-18 23:42:00+00:00,Wonderful and easy to work with…                                    Wonderful and easy to work with customer service,2021,2021-06,5
9dd45e4e-a031-44d1-9b9c-248d25fc89df,5 stars: Excellent,US,2021-06-18 21:38:34+00:00,Great Customer Service                                    Great Customer Service in replacing a broken item. Thank you.,2021,2021-06,5
cbc64d71-e2cd-4283-97f9-b46a0ecc42b1,5 stars: Excellent,IT,2021-06-18 21:36:12+00:00,It was excellent                                    It was excellent! Really. Im still shocked about it. I write about my problem sunday evening and on wednesday after lunch i have had a new pump frim holland. Im in italy. Thanks a lot!!,2021,2021-06,5
7aa06323-aadf-4686-b01f-c656c931172a,5 stars: Excellent,US,2021-06-18 21:09:45+00:00,"Fast                                    Fast, polite, and respectful customer service!",2021,2021-06,5
b7c8ec69-d4c1-41ee-b9a2-05a646182543,5 stars: Excellent,US,2021-06-18 17:52:36+00:00,"Absolutely love my pump                                    Absolutely love my pump! And when one of the hubs started making a funny noise I emailed elvie customer care, I received a prompt response from Natalia & Angie, they were able to resolve my issue without any fuss. Amazing customer service and support!",2021,2021-06,5
b268cf81-ce32-4195-b287-310ef8ab4953,1 star: Bad,US,2021-06-18 17:41:28+00:00,Terrible service                                    Terrible service. No ability to contact anyone,2021,2021-06,1
9451ddc6-bde3-42ac-b7ef-3589cb4f0c21,5 stars: Excellent,US,2021-06-18 16:51:29+00:00,Best customer service I have received in awhile                                    My bottle release had broke and they immediately shipped me two new ones for free. Best customer service I have received in a while from a company.,2021,2021-06,5
d244ef30-c9dc-4be8-b28a-5f02833fac9e,5 stars: Excellent,SE,2021-06-18 14:54:29+00:00,"Great support and warranty                                    I had an issue with my pump, customer support helped me trouble shoot and sent out a new part for free super fast.",2021,2021-06,5
b36dc44d-7d78-4b38-95b4-cf69871ac741,5 stars: Excellent,GB,2021-06-18 13:02:30+00:00,Love my elvie and fab customer service,2021,2021-06,5
02f2a190-754c-46ea-9902-403102d85310,5 stars: Excellent,US,2021-06-18 13:00:56+00:00,I definitely recommend elvie to ALL MOTHER'S                                    I got 2 pumps for $254 with my insurance Instead of $500 for 2.And I purchased them January 2021 started using them March 3rdOne power cord fried memorial day weekend I woke up it wasn't charging any longer Both pumps still works though:)Called elvie to replace just one little $20 charger Instead they went above and beyond and sent me 2 brand new pumps with cordsI recieved those in only 3daysSuch a blessing!Great customer service I love my elvie pumpsI'm a full-time hair stylist and I can do everything Except bend over and lay down. I definitely recommend,2021,2021-06,5
f64c2a60-51b1-46d2-809a-fb3e096b08cb,5 stars: Excellent,US,2021-06-18 12:24:42+00:00,"Customer service was excellent                                    Customer service was excellent. I received instructions to troubleshoot faulty pump, and a replacement within 2 days when I provided proof of purchase. Extremely friendly and helpful.",2021,2021-06,5
cbc56cfc-ce6e-4a4f-bea0-69b037098a8a,5 stars: Excellent,MY,2021-06-18 06:44:48+00:00,"I'm highly satisfied and happy with…                                    I'm highly satisfied and happy with Elvie Customer Care service. Their performance significantly exceeded expectations! They were very responsive, patient and stayed with me to resolve my issue. I'm in a location where Elvie don't ship to, so that I had to use forwarder service. There was issue with the first forwarder, which they sent my pump's spare part to, but they sent another replacement to second forwarder. I can't wait to receive my package by next week. I hope Elvie keep up the good job to help moms and babies around the world wherever the are.",2021,2021-06,5
495840d2-a9ef-43b4-ae62-1ed0ab82248e,5 stars: Excellent,US,2021-06-18 02:13:25+00:00,"We received a 2 elvie pump set as a…                                    We received a 2 elvie pump set as a gift at our baby shower and they worked great. It is infinitely more convenient and completely discreet. Unfortunately, one of the pumps suffered an issue and stopped working but all was not lost. Even after hours on the weekend the customer service department was quick to help me diagnose the issue, and quickly issued a replacement under warranty and had it to me in just 2 days. I can not say enough about their professionalism and high level of customer service. 10/10 great product and great company",2021,2021-06,5
f63f3b44-e7b0-4ae7-8444-8fd93ba79d7f,5 stars: Excellent,MY,2021-06-18 01:45:50+00:00,Super responsive customer help and…                                    Super responsive customer help and suppport. Speedy in solving my situation.,2021,2021-06,5
fe51ef54-8e5d-438a-aa6c-cc5ed43ffb77,1 star: Bad,US,2021-06-17 19:35:25+00:00,Horrible                                    Horrible. Ive had to.replace my double pumps THREE times now. Mono tone foreign woman who are rude as can be! One put me on hold for 10 minutes and then hung up. Absolutely terrible people. Terrible company. Im so disappointed i wasted 500 dollars on this peice of crap finaky pump.,2021,2021-06,1
02aeb5dd-3e9a-4c2b-89f2-16a49acba845,5 stars: Excellent,US,2021-06-17 19:25:33+00:00,"Great Customer Service - Don't Change that!                                    While the product itself may have its own flaws, Elvie Customer Service was exceptional in response.  They sent me a new hub within a day of me submitting all the documentation.",2021,2021-06,5
7f2a8fcb-1bec-41ad-998f-33707df8af62,5 stars: Excellent,US,2021-06-17 19:22:01+00:00,"Amazing product & customer service                                    I love my elvie pump. My pump pieces were severely damaged while sterilizing. I immediately emailed elvie to see if the damage would be covered under the warranty. I received a response the next morning which was a Saturday. I emailed back n forth to answer questions and send photos. The response was so fast and the tone so understanding. On Monday, I received an email saying the pieces shipped and by Tuesday they were at my front door. Truly amazing customer service. If you’re on the fence, just buy it. You have the warranty and amazing customer service if you want to return it, but you won’t.",2021,2021-06,5
1282d73a-e59b-4c92-8745-8ba57dd00b84,5 stars: Excellent,US,2021-06-17 19:15:55+00:00,customer service was so helpful and…                                    customer service was so helpful and ensuring I got a replacement part.,2021,2021-06,5
47f2f076-faee-4ae6-ae96-55c99200aa7e,5 stars: Excellent,US,2021-06-17 19:03:24+00:00,Great customer service!!!,2021,2021-06,5
49f0214e-ef54-4d09-96b1-a0bd3c6d7b7e,5 stars: Excellent,CA,2021-06-17 18:06:17+00:00,Excellent product and even better…                                    Excellent product and even better customer service. Thank you!,2021,2021-06,5
a1c677ea-77ad-4dcc-b150-c4960fcec53e,5 stars: Excellent,US,2021-06-17 17:08:50+00:00,The service provided was very good                                    The service provided was very good. The seller was nice and addressed all my questions. I enjoy the pump.,2021,2021-06,5
f71a3c65-d5c3-41b6-b0bb-b5d113e59eea,5 stars: Excellent,GB,2021-06-17 17:06:42+00:00,Products are fantastic and if you have…                                    Products are fantastic and if you have any issues the customer service is fantastic. Very quick and efficient,2021,2021-06,5
a359438c-53b9-4b64-ada6-c2e46f501757,5 stars: Excellent,US,2021-06-17 14:57:35+00:00,"The communication was efficient                                    The communication was clear, helpful and efficient. I appreciated the swift reply.",2021,2021-06,5
e745302b-1829-4b94-98c7-8495a98e0adb,5 stars: Excellent,US,2021-06-17 14:01:32+00:00,"I mean I had so many problems with my…                                    I mean I had so many problems with my pump. BUT customer service was fast to respond and got me the parts I needed and this pump I used for my 3rd child. I wish I would’ve had it sooner. It’s amazing, easy to use. I would be attending to my other children and by the time I knew it my container was full. Very gentle. I highly recommend!!!!! Also I used one pump. Works amazing I don’t think someone needs 2.",2021,2021-06,5
576c00f3-162a-4761-961a-551c5464a693,5 stars: Excellent,GB,2021-06-17 09:46:11+00:00,"I bought the ELVIE pelvic floor trainer…                                    I bought the ELVIE pelvic floor trainer and had used it for about 3 weeks, then it seemed to have developed a problem and would not connect to my phone app via bluetooth, i emailed the seller and then Elvie directly to tell them and they sent me a brand new elvie straight away!  i wish all companies were so customer friendly and efficient! im now using my new Elvie again and luv that it makes pelvic floor exercises fun and i can feel a positive difference already!",2021,2021-06,5
36e468f1-4cfa-4d46-9431-ca4ce908f089,1 star: Bad,US,2021-06-17 08:03:57+00:00,"This is my second review                                    This is my second review. Customer service was great handling my issues with my first set of pumps and sent me new ones. Now I have new set of pumps with the same suction issues as the first. 40 minutes of pumping and absolutely no milk comes out. Everthing was dry.. Even when my breasts are full, heavy and in pain. I immediately attach my son, and he literally chokes because there's so much milk coming out at once. His shirt, neck and cheeks are drenched with milk within a minute of him drinking.  And in 40 minutes of pumping not even a drop came out with these pumps... I am so happy that I've gathered pictures and videos of these issues so I can use it as evidence. I am tired of getting bad products and I'm contacting my lawyer first thing in the morning.",2021,2021-06,1
a7d67b24-455b-4d25-a973-857743aa59d5,5 stars: Excellent,US,2021-06-17 01:46:25+00:00,Wonderful customer service                                    Wonderful customer service. I explained my ossue and they were extremely quick in solving my problem. Very helpful!,2021,2021-06,5
7f00cf6e-c42a-4620-989f-f712fc4648ea,5 stars: Excellent,US,2021-06-17 00:45:13+00:00,"Great customer service!                                    I submitted a question via the website, received a reply with 24 hours from an actual Customer service Rep with a response tailored to me rather than a generic template. The response was genuine and helpful, I am really impressed!",2021,2021-06,5
51e5ee14-5e38-4174-b607-1f06006bbeff,5 stars: Excellent,US,2021-06-16 22:50:52+00:00,Superb service                                    Superb service! I contacted Support due to a cracked shield and they promptly replaced it (within warranty period). Cannot recommend highly enough!,2021,2021-06,5
c4093542-ed33-4ead-b95a-6d27a86e101d,1 star: Bad,US,2021-06-16 22:24:40+00:00,"Awful                                    I bought the double pump system. I was excited to finally have a hands free option as a working mom. With in a month I’ve had to return them both for not working. Now, the replacement to the first replacement is no longer powering on. Stick to Medela.",2021,2021-06,1
46e58fec-9e78-4fd5-9d6f-997b38c15e61,5 stars: Excellent,GB,2021-06-16 22:16:19+00:00,Excellent service really helped me with…                                    Excellent service really helped me with my problems,2021,2021-06,5
d986ffcd-ec43-46ad-9d40-a8a5409cecd0,5 stars: Excellent,US,2021-06-16 22:02:52+00:00,"Great product great service                                    Great product great service, super appreciate the warranty policy",2021,2021-06,5
4ca9c7bb-96ce-432d-8469-015394313ae8,5 stars: Excellent,US,2021-06-16 20:51:30+00:00,Elvie has made it possible to keep…                                    Elvie has made it possible to keep feeding my baby girl when I returned to work at 3 months ppd. It was so hard to be apart but I am glad that I was still able to feed my chunky baby. Elvie has made it possible for me to pump at work while seeing patients and not glued to the wall even at home so I can multitask. Their customer service is amazing and whenever I have a question I never waited more than 12 hours to 24 hours for a response.,2021,2021-06,5
2dcfc5c8-28f0-4eba-8791-87cb847ec09a,1 star: Bad,US,2021-06-16 20:03:05+00:00,Extremely Disappointed                                    Having a $500 item only have a 2 year guarantee is very disappointing when I have been breastfeeding for more than 2 years; or could have children 2+ years apart. This is so frustrating and disappointing. I will never buy another one of your products.,2021,2021-06,1
3be5f989-b1af-47e8-bf49-8268d8b59a20,5 stars: Excellent,US,2021-06-16 18:27:53+00:00,Replacing pump/parts                                    I’ve had an issue before with my Elvie pump and they’re always so willing to help and replace whatever is needed and I get my items so quickly! I always recommend!!,2021,2021-06,5
2ccdad45-87d9-490c-b0ca-616229d9f0bb,5 stars: Excellent,US,2021-06-16 17:29:01+00:00,I reached out to customer service about…                                    I reached out to customer service about one of my hubs not charging or turning on and the responded quickly and helped my resolve my problem and sent me a new hub expeditiously!,2021,2021-06,5
216461cd-ac43-4c12-a660-2b3cde8757e0,5 stars: Excellent,GB,2021-06-16 17:28:37+00:00,Very quick response to email and…                                    Very quick response to email and solving the problem. More than satisfied with the customer service.,2021,2021-06,5
5ad4a59d-3fb1-40e5-aea5-0379016af656,5 stars: Excellent,GB,2021-06-16 16:45:21+00:00,If there was an option of 10 stars                                    Quick response and super helpful! Problem resolved and useful advice given- spoke to them Saturday and received replacement on Monday! Really quick delivery.,2021,2021-06,5
637dba25-88b1-4d44-bd0c-a11c82c94ffc,5 stars: Excellent,US,2021-06-16 14:48:49+00:00,Great customer service                                    On eof the breast shields cause a bleeding incident in one of my breast. I immediately reached to Elvie and they issued replacement parts ASAP. They were very attentive and responded right away to my concern. Thank you Elvie.,2021,2021-06,5
6b504cce-8e97-4f70-8997-feefa0b3a078,5 stars: Excellent,US,2021-06-16 14:34:45+00:00,"I emailed about my broken hub for one…                                    I emailed about my broken hub for one of my pumps late at night on a Thursday. I was leaving for a trip in less than a week and stressed that I would be without my pump. They helped me to troubleshoot and sent out a replacement which did arrive before I left for my trip. Very appreciative of the customer service, and happy to have two working hubs again. My Elvie’s have been a game changer for my pumping needs.",2021,2021-06,5
55e0c383-9e52-4e34-900f-c104d073c1ec,5 stars: Excellent,US,2021-06-16 13:06:31+00:00,when my pump stopped working customer…                                    when my pump stopped working customer service respinded to my emails right away!,2021,2021-06,5
950adbd8-cbe1-4347-b622-ab245f54eb15,5 stars: Excellent,US,2021-06-16 11:19:10+00:00,Such a quick response                                    Such a quick response. Thank you!,2021,2021-06,5
99711d15-3621-4dff-932e-f5201b716d39,4 stars: Great,FI,2021-06-16 06:52:17+00:00,Quick and free replacement of broken…                                    Quick and free replacement of broken parts!,2021,2021-06,4
35750476-4e78-42ff-b66f-0b3b1fecad72,5 stars: Excellent,QA,2021-06-16 06:44:37+00:00,"Portable and saves time                                    My wife likes the portable suction pump, and it saves a lot of time for her.The customer service is excellent. They responded quickly, and they helped me with replacing spare parts.",2021,2021-06,5
f77e831a-0e77-4622-a245-b8ad0ff6e94c,5 stars: Excellent,US,2021-06-16 04:12:18+00:00,Amazing customer service                                    Amazing customer service! I needed some replacement parts and they shipped them overnight! To Hawaii!!!,2021,2021-06,5
901ed788-3881-4a21-aa88-8fac276987cb,5 stars: Excellent,US,2021-06-16 04:04:17+00:00,"10/10                                    Purchasing, shipping and customer care were everything you could hope for in a company and add to that their product which allows you to keep being your dream mommy while not stuck in the house!!! Elvie is awesome and well worth the mola",2021,2021-06,5
c32cec02-87ca-486a-a1ea-53662e2341eb,5 stars: Excellent,US,2021-06-16 03:34:38+00:00,Fast. Easy & Super Kind.                                    Fast. Easy and very kind.,2021,2021-06,5
87078d1a-dc72-468e-bc63-3bfb47a1e081,5 stars: Excellent,US,2021-06-16 02:47:35+00:00,Great response times and communication                                    Great response times and communication. Received the replacement piece within 2-3 days!! Definitely a reason to stay with the brand.,2021,2021-06,5
4668d754-9543-47a9-9d61-c11021551522,5 stars: Excellent,US,2021-06-15 23:59:36+00:00,"I received my Elvie a few months ago…                                    I received my Elvie a few months ago and just started using it within the last few weeks. One of the charging cords I received didn’t work so I called Elvie and their customer service was outstanding! Friendly and quick. I sent an email with proof of purchase and I had a new set of cords within a day or two! Also, the pump is amazing.",2021,2021-06,5
0714006a-a6b5-4ef9-9074-c298549bdcc5,5 stars: Excellent,US,2021-06-15 22:42:29+00:00,Amazing company                                    My pump had an issue but customer service replaced it promptly and I received the new pump very fast within 2 days. Thank you for making going back to work easy for me.,2021,2021-06,5
4adad11e-9326-47f2-8845-9b80c24a132a,5 stars: Excellent,US,2021-06-15 21:00:00+00:00,Great customer service                                    Great customer service! Fast response time. Elvie truly values their customers.,2021,2021-06,5
3c14eec2-cf69-4614-afdb-887bd2a48d7b,5 stars: Excellent,US,2021-06-15 20:37:49+00:00,"Excellent and very responsive customer…                                    Excellent and very responsive customer service. Got my replaced Elvie pump within a matter of days from the first contact, weekend included. Keep up with good work! Thanks!",2021,2021-06,5
b0c833ed-aa1f-4385-896c-1940676a00b5,5 stars: Excellent,US,2021-06-15 20:30:14+00:00,Excellent Customer Service                                    I had a problem with my hubs not charging. I contacted customer service. They were very kind and respectful. They guided me through the process of getting two replacement hubs sent. It was quick and painless.,2021,2021-06,5
7735d181-a9fd-4433-915c-84d94102f477,5 stars: Excellent,BA,2021-06-15 20:27:20+00:00,Most amazing conversation I have ever…                                    Most amazing conversation I have ever had with anyoone at customer service. They are so fast and nice. And I felt like talking to an old friend.  Thank you and keep a good work. Aida,2021,2021-06,5
f81d9839-bb4c-4d50-a774-86d2be58af6b,5 stars: Excellent,US,2021-06-15 18:22:02+00:00,"Best customer service support                                    Elvie customer service is excellent! They are very polite and very prompt to my Elvie product needs. They troubleshoot my issues and when I had a broken part, it was taken care of the next day. Very communicative and prompt!",2021,2021-06,5
27f9fbdd-3248-4702-a9ea-359a600cac8b,5 stars: Excellent,US,2021-06-15 17:57:05+00:00,Excellent thorough and quick help !,2021,2021-06,5
c46ebde1-2027-49ae-8867-0317d0bca2ac,5 stars: Excellent,US,2021-06-15 17:33:34+00:00,"Great customer service                                    Both my hubs were malfunctioning but the customer service team was so patient and flexible with me; making the claim process smooth and quick. Cant say it enough, great service",2021,2021-06,5
1c61456b-9e32-4821-bdee-368df8f28bf2,5 stars: Excellent,US,2021-06-15 17:16:26+00:00,Hub issues... resolved quickly                                    Had an issue with my new hub where it made a high pitch sound for a few minutes during each pump session. Elvie sent home a new hub immediately! Exceptional communication and customer service.Love using my Elvie on the go and will be using it when I have to return to the office as well,2021,2021-06,5
0ddb66c8-691d-4448-90fe-403ec2bef655,5 stars: Excellent,US,2021-06-15 16:24:49+00:00,"Replaced broken pump promptly                                    I had a problem where my newly purchased Elvie pump was not charging. I sent in my concern and received responses in a timely manner. After going through a few steps to ensure that my pump was truly defective, they sent me a new pump, and I had it within 2 days. Thanks!",2021,2021-06,5
c9699279-b885-4b59-b67c-cf78be50d813,5 stars: Excellent,US,2021-06-15 15:44:31+00:00,"I was having a suction issue with one…                                    I was having a suction issue with one of my pumps and Valentina and Sandra were able to help me figure out the issue and get a replacement part to me very quickly. They were both very nice. The only thing is I did have to tell how I wash and sanitize my pumps multiple times, I think it was just getting missed in the other emails.",2021,2021-06,5
12130239-fee1-405e-b78e-acb72a9c4d8f,5 stars: Excellent,US,2021-06-15 15:36:55+00:00,Mina and Ventsislav were wonderful to…                                    Mina and Ventsislav were wonderful to work with when I had an issue with my Elvie hub. I am so grateful for the excellent customer service!,2021,2021-06,5
abb2745f-9742-4cb2-a589-d7802fe8d954,5 stars: Excellent,US,2021-06-15 15:16:15+00:00,Quick service                                    Love it they were  quick and helpful with my issue,2021,2021-06,5
1bee3c8d-aba4-42b2-8d4d-0231226257f6,5 stars: Excellent,US,2021-06-15 15:02:29+00:00,Great product                                    Great product. Great customer service.,2021,2021-06,5
2584986f-a801-449d-b4c3-2469f96f5ccd,5 stars: Excellent,NO,2021-06-15 15:01:45+00:00,responsive and reliable,2021,2021-06,5
610d960f-d934-428e-9e55-f79d8b5f53f1,5 stars: Excellent,US,2021-06-15 14:56:25+00:00,Quick and fast response to all my…                                    Quick and fast response to all my issues.,2021,2021-06,5
b70e20f1-eecf-41b1-84d5-0b8af6315b95,5 stars: Excellent,US,2021-06-15 14:54:05+00:00,Excellent customer service                                    Excellent customer service. Quick to respond with easy troubleshooting steps. When this did not work they quickly shipped a new device.,2021,2021-06,5
e3feda4f-eef1-47d9-8b45-caa7073c324f,5 stars: Excellent,US,2021-06-15 14:47:11+00:00,Great customer service!                                    I purchased the Elvie pump in January 2021 and started to experience power and suction issues in June 2021. I contacted customer service and within two days they shipped me a brand new pump. The responded quickly and addressed my issues. Great customer service!,2021,2021-06,5
c981e584-116c-4316-8518-419da9afb475,4 stars: Great,US,2021-06-15 14:38:09+00:00,"I love the accessibility of not being…                                    I love the accessibility of not being tied to a cord while pumping. While I’ve never tried another pump to compare, I really like my Elvie. What I hate is that all the parts are sold separately. All the bottles, tops, seals, everything. I wish they had bundles. I’ve also had a problem with the shields cracking despite following the recommendation of how to wash and sterilizing. I contacted customer service, and they were great and replaced a set. Overall, I’m happy with my purchase.",2021,2021-06,4
d18b886c-a774-470f-a85c-d92019dc8e66,1 star: Bad,GB,2021-06-15 14:25:44+00:00,"The most unhelpful customer service…                                    The most unhelpful customer service team.Arrogant reply from Elena .Parts have been damaged after 1st use and I was offered to purchase them for additional £54 , extremely disappointed,",2021,2021-06,1
d881cb70-852f-4241-9eac-5b9731158d46,5 stars: Excellent,US,2021-06-15 14:07:31+00:00,I appreciate the fast and friendly…                                    I appreciate the fast and friendly response. You guys are the BEST!,2021,2021-06,5
